,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,6b37addc-305c-4c69-8765-980657dbc152,Tanay Roy,https://play-lh.googleusercontent.com/a-/ALV-UjXotOaec3ppW2KkIix9AgElaxErDQ_tJWW8XqlVO9QIaQ,🔥❤️‍🩹,5,0,,2024-02-12 07:22:08,"Thank you so much for your encouraging star ratings!
",2024-02-12 09:31:32,
11,19b43f4d-0d1c-4215-bf74-5fee52d4ef12,Aditya Nishad,https://play-lh.googleusercontent.com/a/ACg8ocKXuoT6s_FfB5OLQBTwuqiIOD62Xg3hw45Cd1pTWFeL=mo,Nice,5,0,,2024-02-12 07:17:43,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:32:24,
12,8dccdf1c-29d9-4398-a3f8-f605a8f9f31b,MD AMIR HAMJA,https://play-lh.googleusercontent.com/a-/ALV-UjWZa4jNeZiRgp0IzHEQwJ3O-h6VpottGzfOhlqvvMjuIDQ,Please give me UC please,5,0,3.0.0,2024-02-12 07:03:40,"Thanks for the 5 star rating. If you have any feedback or suggestions, please write to us at battlegroundsindia_support@krafton.com. We would love to hear from you!",2024-02-12 09:32:38,3.0.0
13,1806ee1e-b9ed-42fc-b7e4-342edfc5a979,Fleet Gamer,https://play-lh.googleusercontent.com/a/ACg8ocJRYmyoEwcsZbTyVV1wfgBEg1esGxoiXFqfAs_udCdM=mo,Very nice game,5,0,,2024-02-12 07:02:41,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:32:44,
14,1f610e3f-11af-4290-b0b1-f13086f399f5,Rehan Gamer,https://play-lh.googleusercontent.com/a/ACg8ocJwhbuovYYU0FuSaROqBPlRbORssmVsBu7kTQBKNE_l=mo,Po gems,5,0,,2024-02-12 06:57:13,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:34:26,
15,cfa16b1d-726c-4f3f-94f4-ee4615921d02,Ishita Singh,https://play-lh.googleusercontent.com/a/ACg8ocK0viONqNqvjQTfmHrBKnKTCh35ekJSigDR2YnIDYZhYQ=mo,Best game ever,5,0,,2024-02-12 06:49:10,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:34:43,
16,35e9ab86-0b50-47e5-ae74-af1d65a2911c,venu venu venu venu,https://play-lh.googleusercontent.com/a-/ALV-UjWksN3lrqgRo9roggV07gnYbwKJWjome8R8osNnlhSkJt8,Nice game,5,0,3.0.0,2024-02-12 06:48:16,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:35:10,3.0.0
17,2a578f64-3718-4ac1-a0b2-edea08c55d58,Francis Lalhriliana,https://play-lh.googleusercontent.com/a-/ALV-UjXUix21SITxJ0ZQm3DDmUGEIMDX5aBZixjRw66PjXgjZQ,game is good for me,5,0,,2024-02-12 06:38:45,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:35:55,
18,bdb20cd9-dc50-4f09-a48e-d297f0ef4e1f,Amrish Sharma,https://play-lh.googleusercontent.com/a/ACg8ocJY3PLQWi8h8E177gPudJh9N4GwRomTWpnWvKlcn5kU=mo,Nice,5,0,3.0.0,2024-02-12 06:38:28,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:37:11,3.0.0
19,a7febd7f-e628-4189-9542-bf0b5781b8a6,Mahi,https://play-lh.googleusercontent.com/a/ACg8ocLpPPRnMiw_sLYMnOWfQN6m-ajyn4yK22UNxvWUCcWA=mo,Sukun❤️❤️❤️,5,0,,2024-02-12 06:37:19,"Thanks for the 5 star rating. If you have any feedback or suggestions, please write to us at battlegroundsindia_support@krafton.com. We would love to hear from you!",2024-02-12 09:38:05,
20,a71d9a63-16cc-4bc5-a492-0cde7b7a4c99,Vivek Kashyap,https://play-lh.googleusercontent.com/a-/ALV-UjWTVbk__Fc0iu6iRZPes16FNkkgxnesuTrR6dL8Y0OORQ,Nice 👍,5,0,,2024-02-12 06:36:29,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:38:10,
21,49c16875-eb24-4389-930c-8f4cb61332cd,Lurshai Nongdhar,https://play-lh.googleusercontent.com/a/ACg8ocK0mYtwGx7LW0q2xYSGT0-pi5aHX8sGdqP91d1c_jsl=mo,Very good,5,0,3.0.0,2024-02-12 06:18:19,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:38:13,3.0.0
22,aeaa8788-1d8a-4bad-a81e-ccc8f0cdfa04,Nikhil Katiyaar,https://play-lh.googleusercontent.com/a-/ALV-UjUc1vIitHTs3-RtnZvdzQgAKyBOuQMiAKZ7AcBCYanVP3E,Nice👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌nicer👌👌👌👌,5,0,3.0.0,2024-02-12 05:57:34,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:40:32,3.0.0
23,6531e5ce-87a5-4257-a433-3ae56a084e9b,ADITYA Majhi,https://play-lh.googleusercontent.com/a-/ALV-UjWA5EYFDVeoxu2h6812bdTXlWtEVEBqNdZwqfPZLuzn4C0,Conqueror player ADi,5,0,3.0.0,2024-02-12 05:57:02,"Thank you so much for your encouraging star ratings!
",2024-02-12 09:41:24,3.0.0
24,abc8b189-b796-4095-95ab-e03928f0b1bb,Lovepreet Singh,https://play-lh.googleusercontent.com/a-/ALV-UjXfhudVTLlB1c3rhdPWG3AwQN8ETf-cX16-RNKmwlm0Aw,I love BGMI 💞,5,0,,2024-02-12 05:50:38,Thank you so much for your encouraging star ratings!,2024-02-12 09:42:05,
25,143eefaa-00e6-4089-858b-9cf0bfe25248,prajapati harsh,https://play-lh.googleusercontent.com/a-/ALV-UjVbf5md24f7yxOQLIsvP5lC4SrXqlgR7dMJJ6D4BiVej5I,It's damn awesome 🙌🏻👀,5,0,3.0.0,2024-02-12 05:49:36,Thank you so much for your encouraging star ratings!,2024-02-12 09:42:12,3.0.0
26,ce44b4d2-52a2-4897-809c-21c4692a11a8,Siddhant Suryavanshi,https://play-lh.googleusercontent.com/a-/ALV-UjXG_lizMAg91hUwtICiFMqJtv79GIDXFh2RT8lJX0IUnw,Best game in the world 🌎,5,0,3.0.0,2024-02-12 05:48:03,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:43:15,3.0.0
27,11c1d668-c22a-4265-ba6f-75d1cfe691db,Subha Pradhan,https://play-lh.googleusercontent.com/a/ACg8ocKkYfZAyG65sKWw6QFCwbcgW_r_Zl8ixhfq8nF7pFaf=mo,Op,5,0,,2024-02-12 05:45:45,"Thanks for the 5 star rating. If you have any feedback or suggestions, please write to us at battlegroundsindia_support@krafton.com. We would love to hear from you!",2024-02-12 09:43:57,
28,1a6a990f-8780-407b-b51d-bc7fba118819,Afridi Ali,https://play-lh.googleusercontent.com/a-/ALV-UjUSXG7SxkXIMgoMkslKh0YxG14SCflCWkRgs2hUMWTQb6U,Bgmi uc purchase,5,0,3.0.0,2024-02-12 05:24:38,"Thank you so much for your encouraging star ratings!
",2024-02-12 09:44:07,3.0.0
29,606738a7-82c4-48b0-b70b-548133e32390,Amit kumar,https://play-lh.googleusercontent.com/a/ACg8ocJRpoBLJMjzGqA9vh04jKABokJRtKJFnpykL1Zevg4T=mo,I love you so much for bgmi,5,0,3.0.0,2024-02-12 04:50:33,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:44:15,3.0.0
30,faf6f4d4-aae2-46d7-90f5-e855ef58c6e8,Sarvesh Akolkar,https://play-lh.googleusercontent.com/a-/ALV-UjUkmU54jji-OfhTxg8AX2TynH6bA-cxjLe-0ABGEjTeEA,I have a request for only one time pls give me time I want only 2 points for Ace master pls only one match if you can,5,0,3.0.0,2024-02-12 04:25:46,"Thanks for the 5 star rating. If you have any feedback or suggestions, please write to us at battlegroundsindia_support@krafton.com. We would love to hear from you!",2024-02-12 09:44:46,3.0.0
31,6c232e16-8306-4c72-9dce-1c7a2d2991d5,Prince Thakur,https://play-lh.googleusercontent.com/a-/ALV-UjWM05sMKEnpYR8Z_rSuVwPUrCL5LXIyKjVyfYx0u2bDNhk,Best game in whole world,5,0,2.9.0,2024-02-12 04:07:41,We are truly happy that you enjoyed our game. Thank you so much for your evaluation. Your praise will help us to create more interesting games.,2024-02-12 09:45:13,2.9.0
32,d241e813-f91f-4bc9-b5f9-408b8fe6a06c,pankaj Singh,https://play-lh.googleusercontent.com/a-/ALV-UjUwwNnlVnckVCnOnxfC11vM-fYQ2ygx8ecyfnJdwAoFv9Bi,Osm,5,0,3.0.0,2024-02-12 03:13:13,"Thanks for the 5 star rating. If you have any feedback or suggestions, please write to us at battlegroundsindia_support@krafton.com. We would love to hear from you!",2024-02-12 09:45:40,3.0.0
33,f593dda7-b959-4067-9066-31af4998b34f,Wajid Khan,https://play-lh.googleusercontent.com/a-/ALV-UjXUgNQHV3FU_nH5svLOGRfTJBJu-7Kb6vq68074Vnp9pcM,Love this game,5,0,3.0.0,2024-02-12 02:54:04,Thank you so much for your encouraging star ratings!,2024-02-12 09:43:06,3.0.0
34,51d16cfd-c92b-42f3-bd85-6a268753dfe1,Anant das,https://play-lh.googleusercontent.com/a-/ALV-UjVuuF-raOb60RbbTj_U4rHc4PLxoAdiRVYtnfQwqbGysng,Bole toh mast hai😇,5,0,3.0.0,2024-02-12 02:49:41,Thank you so much for your encouraging star ratings!,2024-02-12 09:43:13,3.0.0
35,993cdd19-dca9-456f-be87-7542d89eecdb,Akash Pal,https://play-lh.googleusercontent.com/a-/ALV-UjX6C7c_v1hNPSDwOjoY-CCcW_Gxo5MEdVKNmCMIDmEenVU,Sabko offer mil rahe hai par muje nhi aisa q,5,0,3.0.0,2024-02-12 02:42:15,Thank you so much for your encouraging star ratings!,2024-02-12 09:43:16,3.0.0
36,12ee50c1-e51a-4d5a-9dcf-d5dfb4a65312,Gazala Shahin,https://play-lh.googleusercontent.com/a/ACg8ocJ-V6-njaKgM1212ISKqdQZYK62vVMMtYCb0b5odr0m=mo,After playing this all the tension goes away and op game,5,0,,2024-02-12 02:32:06,Thank you so much for your encouraging star ratings!,2024-02-12 09:43:24,
37,ed9695f5-c0f9-40e9-b3c3-4567b321a8b9,Shanu Lala,https://play-lh.googleusercontent.com/a/ACg8ocKpLI-d3VaqZjK_R7eQPl4sJE_9CG5rMTlKmWOez9CK=mo,Mast,5,0,2.9.0,2024-02-12 02:30:34,Thank you so much for your encouraging star ratings!,2024-02-12 09:43:31,2.9.0
38,4d585e7c-4f2c-4fad-b63b-bb1c865e3b3a,crazy x boy,https://play-lh.googleusercontent.com/a-/ALV-UjWA0shIQ2wW_O2wylLbXplBp8F7Au-lclGHjjc55K_IoA,Ok,5,0,3.0.0,2024-02-12 02:15:28,Thank you so much for your encouraging star ratings!,2024-02-12 09:43:36,3.0.0
39,2eb6aea0-74c9-4722-b0a4-0ce68c26ceb4,Ajay Bambhaniya,https://play-lh.googleusercontent.com/a-/ALV-UjU7brl1XiFCkBO1U7fxGBS-XDunkbTGsUeROvqI319PtA,Nice,5,0,3.0.0,2024-02-12 02:08:26,Thank you so much for your encouraging star ratings!,2024-02-12 09:43:42,3.0.0
40,84b29462-f1c9-4b84-8871-7682d7fd0ea2,pal janved singh,https://play-lh.googleusercontent.com/a-/ALV-UjU69UPTmob0KMIwcTN2pt1J40M1BQNDmkgATmR6NqZoMg,Lovely game play and graphics,5,0,3.0.0,2024-02-12 02:06:55,Thank you so much for your encouraging star ratings!,2024-02-12 09:43:48,3.0.0
41,a234f686-04a2-4f69-9f76-40358f68c29d,Piyali Barik,https://play-lh.googleusercontent.com/a-/ALV-UjXJ4i-jP2bnkTClZCXdwbua4g2zMmxQS_JEgzsEf8uJXA,Love 🥺🤍,5,0,3.0.0,2024-02-12 01:20:22,Thank you so much for your encouraging star ratings!,2024-02-12 09:43:54,3.0.0
42,2353a914-6c29-4c01-b6e3-6ed43b3d1bf6,Raj uddin,https://play-lh.googleusercontent.com/a-/ALV-UjUvrdIQ-el1SluDZebyy2jorUJeOLZgkeYxXln3oWF1cZ3I,Battleground India mobile pubg is goat,5,0,1.5.0,2024-02-12 01:16:06,Thank you so much for your encouraging star ratings!,2024-02-12 09:44:00,1.5.0
43,d999c4df-d25a-49f6-9bfc-9594444a457e,Vlad t4ash,https://play-lh.googleusercontent.com/a-/ALV-UjXhxMx_v43tNfcy6T1oway0hXM8D5TvKyxT-xZK0shYt0s,Best Game Ever.... Best PvP Battle Roayal Game I've ever played✅,5,0,3.0.0,2024-02-12 01:14:24,Thank you so much for your encouraging star ratings!,2024-02-12 09:44:17,3.0.0
44,758d8894-74b5-4035-9677-e965407f8024,Mr Murshid,https://play-lh.googleusercontent.com/a/ACg8ocLche7FWmUbHbJgA9roFjqGdvXmGIhNZrrDDMH6yDrU=mo,Best game ever,5,0,3.0.0,2024-02-12 01:13:30,Thank you so much for your encouraging star ratings!,2024-02-12 09:44:23,3.0.0
45,7a2dbf70-618e-4bba-94cd-1abffdcb9ed1,sad shayari video status,https://play-lh.googleusercontent.com/a-/ALV-UjXufn0tH2nCt4wTrETxKZeCF2fYsuq5-ghfkffvWISmsCg,World no one game bgmi,5,0,1.8.0,2024-02-12 01:08:10,Thank you so much for your encouraging star ratings!,2024-02-12 09:44:29,1.8.0
46,11eecb7b-645e-4edf-aa18-7aa4e9e4e1be,Satyam Maurya,https://play-lh.googleusercontent.com/a/ACg8ocLuuzY3pTW3_FVuBWt1m7B5wzM0TCCZgFIi1wxwFxwH=mo,Nice game,5,0,3.0.0,2024-02-12 01:07:00,Thank you so much for your encouraging star ratings!,2024-02-12 09:44:36,3.0.0
47,2f384e3b-f359-400a-98c5-bd46a0731555,Ankit Yadav,https://play-lh.googleusercontent.com/a-/ALV-UjXwoK3fuWiJWfFNfS7FQco5SwZ-U9zYo_wNGprEJTzGPTs,Love it,5,0,3.0.0,2024-02-12 01:02:34,Our development team will definitely consider your opinion and make the game better. Please email us more about the glitches you are experiencing at battlegroundsindia_support@krafton.com.,2022-05-02 20:13:38,3.0.0
48,8f409574-94f7-4aaf-95c0-525ab7d5eee6,Saurav Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjWCjN78fqM3jeaX1TiUuwIf37ppnrc1S6SW6MSUJXcc7g,The Game was Restart Again and Again... Problem,5,0,3.0.0,2024-02-12 01:00:47,Thank you so much for your encouraging star ratings!,2024-02-12 09:44:41,3.0.0
49,905ae095-3a17-43bd-a31b-3789bb8c50de,Abu Talha Smart boy,https://play-lh.googleusercontent.com/a/ACg8ocKKWeEMjpoukPKJh6SJOcn0N2l4dpGJeaqYbsdf9WYI=mo,Nice ❤️🥀,5,0,,2024-02-12 00:38:29,Thank you so much for your encouraging star ratings!,2024-02-12 09:44:48,
50,822a45de-9f3e-48e3-b2d4-298f7a046704,Pavin Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjWDjVfI7tGexTFFbwV4boq89rUHB2xxGcR0FdE7eww4DQ0,Super and interesting game but my gyroscope is delay please reday for my gyroscope,5,0,3.0.0,2024-02-12 00:24:07,Thank you so much for your encouraging star ratings!,2024-02-12 09:44:52,3.0.0
51,f943ae83-3b67-47e4-a7bf-3a1e66af44c0,ravi,https://play-lh.googleusercontent.com/a-/ALV-UjU283gvgxQu29zwDgFrAmwa2_1It6jtNjfzI8BhE64Yow,Bgmi is the best game in the world❤✨,5,0,3.0.0,2024-02-12 00:23:32,Thank you so much for your encouraging star ratings!,2024-02-12 09:44:59,3.0.0
52,d5ff4b08-89ca-4e6a-9b58-fcea60cb7948,Muzammil Shaikh,https://play-lh.googleusercontent.com/a-/ALV-UjWR2hy6qCzBU93hQEttJRTlpEuFil83t9RbFq1jOXpBSg,👑😎❤️‍🔥,5,0,,2024-02-12 00:22:30,Thank you so much for your encouraging star ratings!,2024-02-12 09:45:03,
53,4d3ec12f-c4c9-4bc6-b087-6db12d6da217,Vanshika gupta,https://play-lh.googleusercontent.com/a-/ALV-UjXISxtOdcb2M6__4Mg4GqLhH-opytbZZYO3ibG9Ds5JqCg,I love bgmi,5,0,,2024-02-12 00:13:49,Thank you so much for your encouraging star ratings!,2024-02-12 09:45:23,
54,35782f99-2d0a-4cce-8595-50a8b24bddd6,pranav gaikwad,https://play-lh.googleusercontent.com/a/ACg8ocKdkGyOeRO4gceE-Flkdq_ttALZ0TQBLLQs6v1UYB3UXA=mo,Very nice 👌😊👌👌👍 game I love you 😘😘😊😘 the bgmi💕,5,0,3.0.0,2024-02-12 00:12:39,Thank you so much for your encouraging star ratings!,2024-02-12 09:45:29,3.0.0
55,9ea0d8a6-26c3-41de-957a-261629d3731d,LIMZ_YAZUKI,https://play-lh.googleusercontent.com/a/ACg8ocIio532FinUCLpNJPf5mM4axEOYyp2gnXJYFPqWpaHgMQ=mo,Jusi,5,0,2.0.0,2024-02-12 00:10:59,Thank you so much for your encouraging star ratings!,2024-02-12 09:45:33,2.0.0
56,749862dd-5f56-4c1f-86d7-5c01b542139f,Deepak Rawat,https://play-lh.googleusercontent.com/a/ACg8ocJXXYdRLL8Key6HBMaIu5e_VMbYlqY728Zy9mHr-ozx=mo,Good game,5,0,,2024-02-11 23:51:42,Thank you so much for your encouraging star ratings!,2024-02-12 09:45:41,
57,ae0b46a7-11cd-4a4c-99ad-2a0cc56dfbab,Biswa Zmatia,https://play-lh.googleusercontent.com/a-/ALV-UjVEQlWfNy2JvZYgqL1pI8dqE3-yIdNTjE2psg7AE5RFcLA,Very interesting game,5,0,3.0.0,2024-02-11 23:49:01,Thank you so much for your encouraging star ratings!,2024-02-12 09:45:48,3.0.0
58,a7680a34-e08e-4d27-8050-14bf6259e226,Abdul Shaz,https://play-lh.googleusercontent.com/a-/ALV-UjUxFPjZO19xHpnCe8RFMJSYTbCnFxt6uC685GIn18z_yOo,Best game no tension ❤️❤️❤️🥰,5,0,3.0.0,2024-02-11 23:47:29,Thank you so much for your encouraging star ratings!,2024-02-12 09:45:52,3.0.0
59,d5d0571a-c2d9-40be-802f-48a56766c702,Varun raj Varun raj,https://play-lh.googleusercontent.com/a-/ALV-UjU6_EBudEpZMfDtzGABVi3Qg8BzxO9LcmjXHj_sN2iHjw,💓🫶🫶🫶🫶🫶🫶🫶🫶🫶,5,0,3.0.0,2024-02-11 23:45:01,Thank you so much for your encouraging star ratings!,2024-02-12 09:45:56,3.0.0
60,7b7ea177-f97a-4bc1-8dd5-48fd799dee21,Rupam Mahanta,https://play-lh.googleusercontent.com/a/ACg8ocLtIxKMogfin2ERJHuJZ1GY5AYC2wQGhO-JPOqg7zRqTw=mo,Plz 1000 uc,5,0,3.0.0,2024-02-11 23:44:36,Thank you so much for your encouraging star ratings!,2024-02-12 09:46:02,3.0.0
61,4815eba8-86f0-47bb-a794-3d35cfb849f9,Krishna Patel,https://play-lh.googleusercontent.com/a/ACg8ocL0Cf31JERfSE92jIesPLrPAGLg4Q9swC7DG7-fbZpZ=mo,❤️,5,0,2.9.0,2024-02-11 23:44:26,Thank you so much for your encouraging star ratings!,2024-02-12 09:46:07,2.9.0
62,40e3f121-80a0-4cfa-a8c2-3159887f21ed,Prashant Sagar,https://play-lh.googleusercontent.com/a/ACg8ocJ1NMq67IQLf-Nwvb6XyZJVft0Vn01VmtV1xyPpZOh1=mo,Nice,5,0,,2024-02-11 23:41:20,Thank you so much for your encouraging star ratings!,2024-02-12 09:46:18,
63,7e83c35c-67ca-479c-a360-8024290fbb02,Arib Azhar,https://play-lh.googleusercontent.com/a/ACg8ocJeknpTxuFHE25w-6vSvLjpSYp6SmPQouUwpCzZnUrx=mo,Very very very nice good game my favourite game,5,0,,2024-02-11 23:33:49,Thank you so much for your encouraging star ratings!,2024-02-12 09:46:22,
64,cc6cfb67-3290-4e8e-b08d-b1828a1b3b30,Mohini Devi,https://play-lh.googleusercontent.com/a/ACg8ocJ5GmVL7QtHbQo2MG0_Wk96MbD2zOxTF3VVdiPbCYQD=mo,Good,5,0,,2024-02-11 23:29:22,Thank you so much for your encouraging star ratings!,2024-02-12 09:46:29,
65,66f59cb6-1568-4bd9-8592-8705d9d2d9dd,Sudha Singh,https://play-lh.googleusercontent.com/a/ACg8ocKK6TiGp1-hdMvWpkAhygFcjYV33DsYJA7aPjSMGjLy=mo,Bgmi ❤is love my BGMI grate,5,0,3.0.0,2024-02-11 23:27:44,Thank you so much for your encouraging star ratings!,2024-02-12 09:46:38,3.0.0
66,407d8e10-b46e-4e13-bec9-fea0e323e129,Avinash Meena,https://play-lh.googleusercontent.com/a-/ALV-UjXJg0FgvOYTxr67etc61LTxGnOFw3uDnKe-RjTRcw923Rg,Best game in world for mobile game,5,0,3.0.0,2024-02-11 23:23:35,Thank you so much for your encouraging star ratings!,2024-02-12 09:46:42,3.0.0
67,ce2a87f9-25d9-488d-a340-9fd6c39bdbe8,Mahemood Mujawar,https://play-lh.googleusercontent.com/a/ACg8ocLJVDN2dAU43HFWwsz_rrQV1hPd0s5YKMa_Mz7Fk_IE=mo,I love him ❤️🥰 just no game mai hart 🥹 I am so happy for you keep smile brother and popelar game,5,0,3.0.0,2024-02-11 23:22:51,Thank you so much for your encouraging star ratings!,2024-02-12 09:46:49,3.0.0
68,97396736-888e-4072-830d-c23e576fb1c4,alok tripathy,https://play-lh.googleusercontent.com/a-/ALV-UjUJYTrJFGq7YJ0zmnjAcYGDIUgC0epgIMDcrI2nVGgsokA,Addictive but nice.,5,0,2.9.0,2024-02-11 23:20:28,Thank you so much for your encouraging star ratings!,2024-02-12 09:46:57,2.9.0
69,96398221-7fd1-49b6-aa64-f4b3b33acae1,Shova Mishra,https://play-lh.googleusercontent.com/a/ACg8ocIEjg4o1_60k3-MD5AbnefDJiHzNWvnrQ8LHElm638X=mo,Wow,5,0,,2024-02-11 23:17:49,Thank you so much for your encouraging star ratings!,2024-02-12 09:47:03,
70,59b30afb-fbc4-4102-9129-d607c00ae2dd,Kartik Nair,https://play-lh.googleusercontent.com/a-/ALV-UjUDOD71N58NFwiMkq2reFQDbbvUsgfvCdfWcLKaIVV_x9w,Wonderful,5,0,3.0.0,2024-02-11 23:17:18,Thank you so much for your encouraging star ratings!,2024-02-12 09:47:06,3.0.0
71,da0148e8-2bb1-41b3-94b5-8b2f4e8eca31,Ravi Ravi,https://play-lh.googleusercontent.com/a/ACg8ocILrilO9Zm4otgJU6GZp3itzRkDZZ5Few-ug73XoFo-=mo,My always favourite app 🥵🔥,5,0,,2024-02-11 23:11:49,Thank you so much for your encouraging star ratings!,2024-02-12 09:47:15,
72,cff6419a-4921-4922-87b0-d72dff1c43d1,Rashid siddique,https://play-lh.googleusercontent.com/a/ACg8ocKPTnuAJLolNSHwx8dgw-1VLsr3BFNWSZmjSKJfrOS3=mo,Better game for me,5,0,3.0.0,2024-02-11 23:08:09,Thank you so much for your encouraging star ratings!,2024-02-12 09:47:27,3.0.0
73,ff14d225-1558-49b6-b5d9-3ccd5b3554d7,Only Islamic Video,https://play-lh.googleusercontent.com/a-/ALV-UjVZXIHKod-B3DVdceUQSyrdrXissIH_4O4o-OVlAT6l8Oc,Sab to thik hai lekin kuch milta nahi hai 😞 galecar gift kar do bas,5,0,3.0.0,2024-02-11 23:03:14,Thank you so much for your encouraging star ratings!,2024-02-12 09:47:32,3.0.0
